Source,"TIBIAL KNEE CENTRE ",,,MEDIAL PLATEAU,,,LATERAL PLATEAU,,,MEDIAL MALLEOLUS,,,LATERAL MALLEOLUS,,,TUBEROSITY,,,PCL,,,"ANKLE ",,,PCL OPP,,,Medial epicondyle,,,Lateral epicondyle,,,Plateau_Length,Knee_Centre_To_Ankle_Length
92_Tibia_L,-64.8527715195401,189.472659728501,734.962516169465,-41.7140320891397,189.48180137819,726.44808303766,-87.1737884590272,191.949214484063,729.418791823277,-4.93628051457073,145.897011174224,364.729460775467,-69.3937813934406,120.71058338923,351.270754099742,-69.5636511403971,228.659336084646,691.809127891893,-75.4408433442035,173.196926833138,725.561070508186,-37.1650291424007,133.303794743659,358.000105097743,-72.8608377476283,211.542038382303,724.465924002621,-25.1933766079112,186.98474321551,724.654928782108,-103.4491993155,195.550664574245,727.686906443803,45.623488329297,382.128527896876
93_Tibia_L,-91.9658821287694,173.729483434809,721.403736348201,-69.5350366807453,177.291265188858,713.04637969526,-113.985647443255,172.703062916441,715.962284071874,-27.1878324220497,140.684409647268,358.000836737935,-85.8099271532811,106.369639851396,344.790419786489,-102.549981656034,210.996332591016,679.046453011119,-99.7315558497993,156.324911318535,712.175731003834,-56.4988776416572,123.527022566928,351.395625965517,-103.118160202658,193.895395634299,711.100788046088,-53.1353833324061,177.407171401392,711.286306016202,-130.317121917126,173.695485412966,714.26234896472,44.7818143400451,375.078921339822
94_Tibia_L,-81.3402231318246,108.354428296119,497.234888884819,-66.4539264274811,113.197782312787,491.474495505473,-96.2200399794016,105.281407300531,493.484312360656,-33.6779398556403,92.8428240850815,246.75573095471,-69.8863961103918,63.161339933408,237.650316227826,-92.5638684396365,132.58351984542,468.039698989918,-84.7502625080062,95.6685170061238,490.874392007908,-51.7821662867532,78.0020807549114,242.203022008248,-91.1067774628062,120.880378652213,490.133476601983,-55.3019618616364,115.044965352316,490.261346756528,-107.445094613868,104.196097251787,492.31261473625,30.8663226366841,258.526975088226
95_Tibia_L,-122.070516053593,118.314935158632,623.889869503524,-104.573020597546,127.239063759753,616.662196719361,-139.90746436283,111.586000705265,619.183951333801,-59.95939645684,108.447066586946,309.609008188969,-99.0055658446502,64.5566252115888,298.184274863292,-140.735369572063,146.138353344708,587.258121368329,-123.806472436262,101.924327164739,615.909235691979,-79.4824788024137,86.5018446777532,303.896639539885,-136.632532057808,131.920990131634,614.979595342421,-91.1152823152909,131.717145403613,615.140036405217,-153.605322414789,108.037739912654,617.713800517095,38.7285494890429,324.378607286939
96_Tibia_L,-68.1361529801205,47.8956522999368,305.65595059171,-60.3532731258875,53.5549448198064,302.114971160249,-76.2515303978077,43.2725720984047,303.350428476536,-37.3250510957375,47.8809258189215,151.683558806722,-52.8552458642555,23.6503568172069,146.086356647156,-79.3002474786571,59.928589843694,287.709334777914,-67.7199798391886,39.8313895767366,301.746080704044,-45.0901472500499,35.7656409069649,148.884956753838,-76.2253102562148,53.3634212697863,301.290631563671,-54.1844367711134,56.7532402671765,301.369234804339,-82.6078196030626,40.5058029410673,302.630172599083,18.9738801473593,158.919476671106
97_Tibia_L,-218.719639042003,107.172990261974,893.877856590824,-198.828206034464,127.080146890312,883.522412509661,-240.045528095425,90.1067708730938,887.135455002879,-129.716493359704,121.226099874013,443.59213083777,-163.489580422741,44.1324029383534,427.223350646797,-256.471497167241,136.822144027779,841.393740231762,-213.82825570581,84.0701426905546,882.443608024845,-146.603033150508,82.6792507814258,435.407737896492,-244.586214223219,119.265706130445,881.111666341411,-182.472989636371,139.140427801,881.341538183112,-257.139610390719,79.2071761670804,885.029097254278,55.4883073092467,464.753265566413
98_Tibia_L,-91.134372511422,28.0451805529025,349.938409512802,-84.6622224384204,36.9607360235808,345.884424278867,-98.3351578952841,20.140264032422,347.29887070939,-57.5807237383367,38.929694259719,173.658988857603,-65.9182150630967,7.05204816720631,167.25088190713,-107.547403175673,37.197450255293,329.391745258893,-87.8281990857446,19.4117045587868,345.462090150318,-61.7494679160572,22.9908712009787,170.454934268286,-101.876613395841,31.1368863052469,344.940656991607,-79.0768443336558,42.6256265423244,345.030648018998,-104.277310768371,14.8789194323369,346.4742664584,21.7227553666136,181.943223415857
99_Tibia_L,-254.898819717523,36.2998585366083,944.907574105545,-241.403793799244,62.8112263815536,933.960958219079,-270.763992007112,12.1760514479244,937.780262156674,-170.010030095655,79.501762676409,468.915927552835,-178.780532968983,-9.03667483054127,451.612686100688,-302.537805385323,53.7756960043532,889.427243429207,-242.434531531833,14.6712106218918,932.820566921581,-174.395277567508,35.2325445167687,460.264303818509,-284.853977074407,40.0077479506742,931.41258732385,-228.90065883506,80.2786001688547,931.655582093992,-284.389093757118,-4.36578251746042,935.553656613474,58.6560249414523,491.28510957735
100_Tibia_L,-211.819917314358,-3.30929692552757,777.466251907344,-204.265342571344,19.9725872104617,768.459419220691,-221.607941359124,-24.9559616021472,771.601927544924,-148.394351227377,42.7257732359914,385.822189010665,-144.125734775441,-30.3552969602148,371.585149699828,-252.783885054033,4.76093528206956,731.817253076593,-198.906710309082,-19.2818416368417,767.521109726652,-146.260039855776,6.18523913080319,378.703666880068,-236.640714227029,-4.15165899680102,766.362629627002,-196.352758356848,35.7770540555069,766.562564772356,-230.551439567555,-40.1526860679103,769.769885222916,48.2619476367123,404.227464387249
101_Tibia_L,-123.525864343685,-21.5477586962819,460.181022968139,-121.265122469047,-7.23740683060069,454.849893199769,-127.243715937301,-35.1089455107209,456.709938818191,-90.7091113529398,11.2376390760945,228.36753259342,-81.446812583433,-31.0911232820243,219.940651943584,-148.221105672702,-20.6228003378315,433.161454044252,-114.497708937504,-29.6898096964139,454.294509320702,-86.0779602211515,-9.92674123123125,224.154090803448,-137.958381603344,-24.3384526403066,453.608806814596,-118.102725467038,2.73471287820095,453.727148105284,-131.065069620697,-44.8212279920381,455.625555916946,28.5661691159089,239.261585460703
102_Tibia_L,-84.9747929423702,-29.0852033190877,329.61635584466,-84.9788927939829,-18.7079299179376,325.797798626782,-86.0854794544292,-39.0957441296401,327.13010358472,-65.4319643435899,-2.21382554734892,163.574050492498,-54.1363426478023,-31.1217576923512,157.538083009482,-102.549253100551,-31.1979409611958,310.262902745396,-77.6754441352624,-33.8337470522519,325.39999080513,-59.7841523574221,-16.6677908073806,160.556065701608,-94.8724788890434,-32.6766648554152,324.908838954064,-83.8590109036727,-11.2987381073555,324.993603911843,-87.7006595872461,-46.3949485085858,326.353386765884,20.4612448025265,171.377192793613
103_Tibia_L,-106.803923576575,-56.5379971915889,443.498409144244,-108.993605251411,-42.7481541803552,438.360545014246,-106.1729095631,-70.0751198798337,440.153159727876,-86.4887561933071,-16.7143027125097,220.088687604118,-65.3930159748584,-52.7534919265997,211.967300637429,-129.714517855254,-63.0447992305242,417.45836134693,-96.1040898267841,-61.3121115573449,437.825295070122,-75.9408847424029,-34.7338960002501,216.027992708831,-119.201350327772,-63.3940991701303,437.164450847032,-109.064861079845,-32.6661157821025,437.278501995464,-106.78302256395,-80.1152438536938,439.108088185153,27.5305801976284,230.587806156661
104_Tibia_L,-121.897813072984,-91.507061322321,559.385033835473,-127.346545273911,-74.7601037539976,552.904640127304,-118.440690509743,-108.246729106726,555.165667047723,-104.447389861745,-37.8873967752096,277.598105029938,-71.0559718667038,-78.6216030426346,267.354590668933,-149.155335622348,-104.133567125943,526.540692755909,-107.626270438269,-95.3433267060792,552.229528780948,-87.75167945311,-58.2544980006408,272.476346068551,-135.989401013404,-102.494352131992,551.396005231662,-129.424610530725,-62.2142381772921,551.539858071286,-117.21972590748,-120.874820390885,553.847517155338,34.7243512441818,290.84065486927
105_Tibia_L,-111.065279927673,-114.590740536942,585.661505096915,-119.442589519781,-98.1653904469171,578.876702316755,-104.748655676676,-131.334743771737,581.243938387047,-101.802057294501,-56.2854312758114,290.637958061107,-60.6009684297062,-92.9390771350264,279.91326634561,-137.183839898467,-132.111919735988,551.27433871407,-95.6789936351965,-116.220327548292,578.169878388157,-81.2015117154365,-74.6122520009797,285.275610338819,-123.83763451048,-128.260480385515,577.297201024835,-123.646280208936,-85.5322645654887,577.447811186836,-101.417811792433,-144.193276271549,579.863869913237,36.3554878716381,304.502561511519
106_Tibia_L,-104.372587206453,-148.480002408052,666.07512010744,-116.705126251081,-131.519813595584,658.358737372071,-94.2981270346794,-166.164758676461,661.051004212422,-104.340495756599,-81.3374902189257,330.543686307841,-51.5380584840875,-115.180365928387,318.346452478494,-130.594358136114,-172.808419929806,626.966461301501,-86.7992183532207,-147.573091960881,657.554863753882,-77.9392762244896,-98.2589253933983,324.445067272619,-116.287764602025,-166.107620629821,656.562364375776,-123.674743626834,-118.076893842263,656.733653902015,-88.2688771698705,-180.016169347943,659.48144694009,41.3472385327063,346.311954032637
107_Tibia_L,-53.6027702429675,-109.393033921468,447.074671099428,-63.5593716248197,-99.4442967377785,441.895376498338,-45.0670689008468,-120.059216962207,443.702446415569,-60.6314591308303,-64.8779452107038,221.863428581799,-22.0729033424569,-81.7696174670303,213.676552750589,-68.4318495970288,-128.274695918448,420.824642769313,-42.0478380972655,-106.946599456037,441.355810430476,-41.35218092417,-73.3237794679416,217.769989242866,-59.6509645569142,-122.330249567145,440.689637322311,-69.5913435343561,-91.2642048627827,440.804608151117,-39.6156163535234,-128.60885398875,442.648947673285,27.7525800166467,232.447209440832
108_Tibia_L,-50.0883257355159,-162.764797589492,624.985423430677,-66.0113912221517,-151.205622191989,617.745058814685,-35.970248198343,-175.625306124215,620.271241643634,-69.5279248848709,-102.838419644051,310.152683253084,-12.5948658107327,-117.729070125115,298.707888034959,-66.4341597446032,-192.078255731338,588.289349751039,-34.6690505054169,-156.860015084311,616.990775583738,-41.0613953255056,-110.283742233,304.430283654289,-55.6100717806048,-181.950299338472,616.059502780784,-76.1288116118557,-141.23020993391,616.22022557894,-26.5735555424071,-186.237913453163,618.798509234279,38.7965570278084,324.948217845579
109_Tibia_R,-59.13780156,-76.09469423,397.3312414,-42.16195707,-81.65598903,390.6974659,-73.77882998,-76.41497739,391.0402385,-26.11528326,-105.8287291,97.56167354,-56.22647174,-67.13541473,87.61038857,-75.47960482,-104.4676166,356.2311893,-53.65278029,-64.70569652,385.4722526,-41.17087794,-86.48207235,92.58603149,-55.81262166,-101.0501626,394.5029116,-32.19486493,-80.56151781,389.3354704,-85.96703788,-73.93840462,389.4726129,32.05015365,305.4510614
110_Tibia_R,-107.1980371,-479.5732655,554.7742744,-76.42622686,-482.291083,539.3199527,-133.7375679,-474.3742609,544.6081911,-47.33870773,-254.5571375,57.23819983,-101.9207215,-184.7960004,76.68572626,-136.8205321,-486.8632305,464.5386844,-97.25543697,-450.9462004,546.4800087,-74.62971542,-219.67657,66.96196334,-101.1705429,-516.1856467,527.7161148,-58.35905688,-479.338518,538.1738171,-155.8309148,-469.0656622,544.391907,58.0967413,553.6856859
111_Tibia_R,-108.8699096,-703.5133468,244.4153733,-77.61817881,-698.0560798,229.4426999,-135.8233539,-693.7783384,238.1140219,-48.07700749,-252.9566031,-78.92078924,-103.5102884,-201.4748645,-26.39149701,-138.9544004,-664.1036474,161.3484514,-98.77224359,-674.123114,251.657069,-75.79364877,-227.2157349,-52.65614342,-102.7484099,-721.975028,202.0251592,-59.26923123,-694.8771989,229.9339437,-158.2612711,-688.9994272,240.6194892,59.00282454,562.3210295
112_Tibia_R,-113.6656611,-763.6895021,-146.2576135,-81.03728236,-750.9390707,-156.9466861,-141.8064125,-751.5978959,-146.8732129,-50.19481378,-187.5181665,-203.4078396,-108.069947,-168.3913245,-129.0374532,-145.0753825,-684.6932514,-200.7917169,-103.1231899,-740.8959628,-124.3674194,-79.13238125,-177.9547464,-166.2226472,-107.2745075,-758.2533179,-194.2232081,-61.88005826,-748.3212507,-154.8430604,-165.2327265,-748.5848452,-142.1131226,61.60191629,587.0914358
113_Tibia_R,-95.3559196,-493.4886173,-426.5950291,-67.98345699,-479.7415274,-429.0126105,-118.9636408,-484.4455766,-421.9703561,-42.10922262,-50.91512241,-226.4363284,-90.66158663,-68.21428961,-164.3816718,-121.7060313,-413.2213112,-433.079675,-86.51167391,-486.1106154,-401.1303825,-66.38540534,-59.56470627,-195.4090011,-89.99427986,-469.4195601,-459.1628575,-51.91215891,-478.7220049,-426.386214,-138.6163458,-484.2531853,-417.2481959,51.67882126,492.5202847
114_Tibia_R,-92.98029511,-208.7428346,-600.835243,-66.28976911,-195.95543,-596.1744667,-115.9998715,-203.3611684,-592.5210636,-41.06014563,67.40226294,-216.0374679,-88.40291316,22.53964561,-172.0695133,-118.6739403,-137.799569,-567.1774077,-84.35638819,-214.9276014,-575.7345285,-64.73153009,44.97095453,-194.0534915,-87.75223116,-172.5394922,-616.6024331,-50.61885906,-196.3749765,-593.4595449,-135.1629641,-205.5009616,-588.4396367,50.39133452,480.2500108
115_Tibia_R,-65.41273357,84.16887048,-439.4908493,-46.63563392,90.32025733,-432.1531841,-81.60727692,84.5231379,-432.5323272,-28.88629643,117.0578932,-107.9136456,-62.19249141,74.25894912,-96.90646007,-83.48851581,115.5523573,-394.0297958,-59.3457134,71.5714209,-426.3735393,-45.53939441,95.65842166,-102.4100533,-61.73472896,111.7722876,-436.362414,-35.61096399,89.1096551,-430.6466713,-95.08873844,81.78378354,-430.7983657,35.45089783,337.8615433
116_Tibia_R,-107.2263563,479.6999575,-554.9208328,-76.44641688,482.418493,-539.4624284,-133.7728983,474.4995795,-544.7520639,-47.35121351,254.6243855,-57.25332082,-101.9476466,184.8448192,-76.70598484,-136.8566769,486.9918484,-464.6614047,-97.28112958,451.0653298,-546.624376,-74.64943085,219.7346034,-66.97965312,-101.1972697,516.3220109,-527.855525,-58.37447398,479.4651481,-538.3159901,-155.8720817,469.1895784,-544.5357226,58.11208916,553.8319567
117_Tibia_R,-61.91124413,400.0681797,-138.9921228,-44.13926707,396.964786,-130.4775861,-77.23890699,394.5321552,-135.4087221,-27.34003691,143.849279,44.88002486,-58.86337887,114.5730677,15.0080993,-79.01944472,377.6569962,-91.75430933,-56.16898652,383.354784,-143.1102707,-43.10170835,129.211174,29.94406225,-58.43012006,410.5668166,-114.8860047,-33.70473859,395.1570462,-130.7569426,-89.99871704,391.8145233,-136.8335106,33.55324064,319.7760948
118_Tibia_R,-49.21900345,330.6894613,63.331827,-35.09040674,325.1683257,67.96036207,-61.40438757,325.4536073,63.59839115,-21.73513697,81.19828975,88.07876594,-46.79597201,72.91606896,55.87522908,-62.81990253,296.4828531,86.94594401,-44.65394906,320.8195034,53.85303166,-34.26555486,77.05717973,71.97699788,-46.45153431,328.3355088,84.1016773,-26.79503002,324.0347688,67.04945937,-71.54834678,324.1489094,61.5371978,26.67459021,254.2197452
119_Tibia_R,-52.22804912,270.2920579,233.6533088,-37.23568862,262.7625444,234.977459,-65.15839707,265.3390316,231.1202972,-23.06393307,27.88707324,124.0230049,-49.65688359,37.36211955,90.03462046,-66.66045074,226.3282974,237.205059,-47.38390624,266.2510015,219.7058914,-36.36040872,32.62459654,107.0288132,-49.29138839,257.1090284,251.491259,-28.43316699,262.2041347,233.5389373,-75.92251586,265.2336557,228.5338903,28.30536399,269.7616857
120_Tibia_R,-76.98489819,172.8328121,497.4735771,-54.88594244,162.2452242,493.614594,-96.04441769,168.3769537,490.5896857,-33.99657021,-55.807054,178.8725498,-73.1949631,-18.66215116,142.4684009,-98.25846649,114.093914,469.6058981,-69.84456168,177.9536137,476.6909377,-53.59576723,-37.23460279,160.6704762,-72.6562179,142.8575294,510.5283381,-41.91089851,162.5925961,491.3667202,-111.9108841,170.1486383,487.2103866,41.72251505,397.6326182
121_Tibia_R,-62.7372505,-80.72623209,421.5149865,-44.72816359,-86.62601761,414.4774432,-78.26941172,-81.06600943,414.8410789,-27.70480175,-112.2700424,103.4998088,-59.64872129,-71.22164201,92.94283435,-80.07370499,-110.8260852,377.9133612,-56.91838095,-68.6440379,408.934195,-43.67676199,-91.74584266,98.22132203,-59.20968203,-107.2006263,418.5145091,-34.1544199,-85.4649309,413.0325492,-91.19946038,-78.43869894,413.1780391,34.00090069,324.042478
122_Tibia_R,83.04930484,-42.85912467,210.4624654,89.46151346,-45.9914354,202.4459884,74.13612336,-43.03951905,211.5170343,14.73664672,-59.60634627,54.94265563,-2.753290138,-37.81295317,58.56849112,63.50370657,-58.83972135,195.017017,82.38506788,-36.44445308,203.1332714,5.991678198,-48.70964997,56.75557372,83.87473865,-56.91489481,208.1464494,93.93965085,-45.37499191,198.974738,67.74954998,-41.64462888,214.1847928,18.05173857,172.0404459
123_Tibia_R,361.1726335,-87.37900015,286.9359671,364.322291,-93.76499571,266.2455652,346.5104455,-87.74677904,297.8837932,82.02629217,-121.5223825,81.98505629,54.84199572,-77.09112276,106.2156583,310.9180628,-119.9594266,279.5896375,352.5286575,-74.30109448,274.6725864,68.43414413,-99.30675311,94.10035801,360.2691388,-116.0351883,282.0053635,368.6904241,-92.50822213,255.551797,337.9537024,-84.90294801,309.1043204,36.80296514,350.7472973
124_Tibia_R,743.1042908,-142.3152471,110.601809,730.6975466,-152.7161962,78.85292657,731.3386132,-142.914253,137.984028,182.463624,-197.9249917,48.84181515,163.852345,-125.5592552,105.1569271,666.23738,-195.3793864,141.164883,720.9251501,-121.015102,100.3435096,173.1579853,-161.7421243,76.99937197,737.8146386,-188.9879315,104.3829287,728.1502897,-150.6692737,60.21208447,728.4067791,-138.2824706,160.7788869,59.94143987,571.2664164
