Source,HIP CENTRE ,,,FEMUR KNEE CENTRE ,,,MEDIAL EPICONDYLE,,,LATERAL EPICONDYLE,,,MEDIAL DISTAL CONDYLE,,,LATERAL DISTAL CONDYLE,,,MEDIAL POSTERIOR CONDYLE,,,LATERAL POSTERIOR CONDYLE,,,Medial Anterior Cortex,,,Lateral Anterior Cortex,,,Medial Posterior Proximal,,,Lateral Posterior Proximal,,,MA Length,TEA Length,AP Length
247_Femur_L,-20.37468828,27.2424878,222.3864034,-14.79979667,24.82134952,111.3151928,-4.29129364,23.41663352,118.6171733,-26.02025146,22.2158683,117.3317492,-8.637247069,25.08971016,109.2604767,-20.98024366,24.97965966,109.978711,-7.677814289,17.37961377,113.1715946,-21.86722296,17.0919336,112.9116512,-11.66635232,32.8118516,113.7617223,-21.77052157,33.99352952,116.0877609,-8.597377389,19.96247911,119.7038171,-21.40219,19.66083155,119.2702266,111.237382,21.80004037,15.95025551
248_Femur_L,-162.565393,69.699607,1156.273708,-131.1685268,73.29071435,578.7711335,-80.19896311,94.28445778,616.7369799,-174.9185796,32.38898098,610.0535587,-104.1174292,90.51984003,568.0878624,-159.4094268,57.93627583,571.8222429,-79.75339115,58.2970193,588.4232912,-142.8976377,20.11351492,587.0717441,-137.8321103,117.4163798,591.4915951,-186.4012072,96.46948417,603.585578,-90.60866613,67.53657217,622.3868651,-147.4820369,32.88970305,620.1324591,578.3665644,113.3469184,82.9316037
249_Femur_L,-123.8743157,-14.75545558,815.5103184,-105.9634808,-1.490029639,408.2025112,-82.23459884,29.30716768,434.9795099,-118.2622107,-41.901108,430.2657479,-95.51643486,18.57298847,400.6676881,-117.7983595,-20.82756665,403.3015159,-69.27162132,7.483148462,415.0100985,-94.3749083,-38.10691658,414.0568635,-125.5943356,23.1120672,417.174148,-147.8735318,-6.810000748,425.7039344,-79.16031983,9.298604727,438.9643274,-101.6805321,-31.91988294,437.3743133,407.9171722,79.94264753,58.4909767
250_Femur_L,-128.947113,-96.43969561,1052.623567,-117.4871173,-70.05201091,526.889205,-110.8381625,-20.31201885,561.451735,-105.1545696,-123.1618907,555.3674258,-118.7573512,-40.88275938,517.1635986,-118.2364481,-99.30597634,520.5632236,-82.26308247,-36.34146755,535.6761285,-80.9014033,-103.5043235,534.4457362,-155.3086328,-55.22045056,538.469385,-160.9018796,-103.0466059,549.4792448,-94.48858226,-40.69404386,566.5951559,-93.06079112,-101.3031788,564.5428382,526.5209025,103.1863275,75.49748807
251_Femur_L,-39.03353293,-91.04070872,647.5423579,-41.04464336,-73.45767402,324.1263914,-52.8016677,-44.91343642,345.3882203,-18.13864396,-97.95880393,341.6453363,-50.69338707,-58.30837898,318.1434908,-32.44577162,-89.27328832,320.2348379,-32.64779703,-44.66390492,329.5318424,-11.26407423,-80.02627112,328.7749421,-65.75612583,-77.18944838,331.2501698,-54.02533743,-104.3893642,338.0231044,-37.82217902,-50.74313192,348.5522981,-18.41906091,-82.59364998,347.289774,323.8998226,63.47712509,46.44378389
252_Femur_L,15.63011736,-131.2172357,863.8514695,1.578354392,-112.244697,432.3996045,-31.04441391,-87.10923387,460.7638681,44.38488748,-125.272461,455.7706877,-19.67394283,-101.1783797,424.4181384,22.06216604,-124.7811139,427.2080921,-7.926728393,-73.37784761,439.6107264,40.3657871,-99.96918664,438.6009863,-24.48208535,-133.0392136,441.9030546,7.213678381,-156.6390576,450.9384627,-9.849799784,-83.85272028,464.9848944,33.81200355,-107.7078672,463.3006288,432.0973514,84.68142219,61.95815688
253_Femur_L,-214.3363827,292.459724,-590.0924738,-220.4080973,327.06561,-998.0023735,-253.0048458,312.5603072,-982.1103595,-188.0684906,344.1802904,-987.5590086,-236.8670833,315.0421145,-1010.874108,-199.1066318,328.7862803,-1007.595773,-252.7425028,343.2466994,-995.3448191,-206.54416,359.6708257,-997.2285744,-220.6411855,296.1997933,-993.2710341,-190.4286123,304.5096081,-991.8145204,-246.8797398,334.4359682,-976.1053919,-205.6869884,351.1817255,-974.4901679,409.4202234,72.43094188,56.99303931
254_Femur_L,-61.24633971,156.6828017,-104.2426096,-62.98132418,223.5264277,-200.2419931,-72.29580225,217.6663029,-198.3817016,-53.74032405,226.2696339,-195.2123706,-67.68445781,222.3900666,-205.1451539,-56.8944584,225.3228851,-202.37019,-72.22083806,227.1509948,-197.2724773,-59.01972231,231.4845417,-195.3920557,-63.04792884,215.2122122,-203.4810826,-54.41472574,217.0605073,-201.9333862,-70.54556125,222.2218212,-193.7702079,-58.77478666,226.1350463,-190.9779564,116.9912909,20.69704652,16.28568615
255_Femur_L,-143.4929783,440.0228364,-27.96311633,-147.5578431,688.1059095,-144.4420786,-169.3805709,674.0365188,-147.5323469,-125.9072655,687.7799559,-131.0234909,-158.5767326,691.5440023,-155.7217514,-133.2970317,694.2439716,-146.6557367,-169.2049386,691.9815273,-134.1709761,-138.2762753,698.5714722,-125.279113,-147.71389,675.0308044,-160.7537924,-127.4873094,676.9679518,-155.4483539,-165.2799618,677.877552,-132.8391237,-137.7024199,682.5465108,-122.5895438,274.0968496,48.49074832,38.15544914
256_Femur_L,-193.2029949,531.9098502,263.6234402,-198.6760435,899.6001755,294.8172148,-228.05878,885.2751007,281.7421227,-169.5250949,890.1865176,310.2444021,-213.5121873,911.2027676,283.9792259,-179.4748847,908.2476737,296.3682285,-227.8223037,897.2046537,309.4028624,-186.1790788,898.9026723,324.2075836,-198.8861495,895.3353422,266.9947418,-171.6525107,894.0224395,274.4852158,-222.5376043,879.8622179,301.4608618,-185.4064236,878.4062536,316.5555015,369.0517324,65.28931182,51.37357334
257_Femur_L,-65.79798849,111.9896154,168.3270092,-67.66191193,215.1233922,240.1382579,-77.66861475,213.1248493,233.8426257,-57.7341477,209.7199829,243.0853311,-72.71456869,220.3909415,238.9174456,-61.12268809,217.4097505,242.0682227,-77.58807945,211.9331906,244.0321921,-63.40589539,209.9130216,248.6877956,-67.73346645,218.6032013,231.2061542,-58.45866896,216.9404846,233.1918091,-75.78830096,208.1706428,238.7366967,-63.14275684,205.1708794,242.9407414,125.6857413,22.23519046,17.49599064
258_Femur_L,-214.757699,41.85079013,658.5569062,-220.8413487,216.1781629,1029.848593,-253.5021719,220.80319,1008.791744,-188.4381727,196.0953334,1029.360757,-237.3326878,233.0598013,1034.994189,-199.4980113,219.4912179,1039.035078,-253.2393132,200.8059937,1035.649007,-206.9501593,187.4980529,1045.5118,-221.0748951,240.5909681,1010.279834,-190.8029337,232.650623,1013.179051,-247.3650259,198.8126867,1014.540398,-206.0913028,183.4727291,1021.52816,410.2250119,72.57331786,57.10506911
259_Femur_L,-180.809083,-246.7120786,497.787999,-185.9310372,-275.9047823,841.8911045,-213.4288803,-263.6684534,828.4849789,-158.6501129,-290.3423204,833.0813299,-199.815447,-265.762047,852.749394,-167.9616267,-277.356299,849.9838684,-213.2075739,-289.5547652,839.6492548,-174.2357489,-303.4097681,841.238346,-186.127665,-249.8671123,837.899859,-160.6410556,-256.8770747,836.6711786,-208.2618863,-282.1222415,823.4193308,-173.5126593,-296.2485648,822.0567662,345.3771787,61.10102275,48.07797463
260_Femur_L,-303.1049561,-775.4150527,515.8912641,-311.6913041,-1106.220688,990.9872298,-357.7881726,-1077.219235,981.7807437,-265.9580742,-1119.796673,966.0958892,-334.9668683,-1100.596896,1015.252718,-281.5677213,-1115.111262,1001.519566,-357.4171787,-1124.158482,976.2912499,-292.0855421,-1145.604981,966.9851411,-312.0209271,-1065.074067,1007.017315,-269.2956531,-1074.221183,999.3578462,-349.1263207,-1099.764258,958.9587007,-290.8733683,-1119.130606,945.1399929,578.9838256,102.4286086,80.59701503
261_Femur_L,-227.6980636,-698.2386801,44.37253666,-234.1482875,-1091.902788,229.2041184,-268.7771099,-1069.577145,234.1078296,-199.7926371,-1091.385558,207.9111851,-251.633323,-1097.358436,247.102971,-211.5188935,-1101.642811,232.7168037,-268.4984124,-1098.052711,212.9056892,-219.4200755,-1108.509792,198.7958698,-234.3959064,-1071.154901,255.0879331,-202.2998883,-1074.228813,246.6691373,-262.2701662,-1075.672188,210.7922742,-218.5094681,-1083.081003,194.5279975,434.9433858,76.94627053,60.54597261
262_Femur_L,-209.1544605,-575.8260517,-285.389046,-215.0793817,-973.8740822,-319.1582798,-246.8880522,-958.3662829,-305.0036657,-183.5216363,-963.6832022,-335.8591856,-231.1404457,-986.4346219,-307.4254714,-194.292913,-983.2355459,-320.8373502,-246.6320517,-971.2807784,-334.9481657,-201.5506271,-973.1189909,-350.9752127,-215.3068347,-969.2571304,-289.0386932,-185.8246984,-967.8358302,-297.147605,-240.9110303,-952.5064949,-326.3504478,-200.714179,-950.9303215,-342.6913499,399.5218397,70.67980902,55.61514215
263_Femur_L,-102.5097297,-174.4738018,-262.2444333,-105.4136222,-335.1506829,-374.1224992,-121.0035274,-332.0370604,-364.3142427,-89.94669911,-326.7324616,-378.7138808,-113.2853899,-343.3572417,-372.2205393,-95.22586292,-338.7127062,-377.1292807,-120.8780577,-330.1805203,-380.1890394,-98.78297717,-327.0332055,-387.4422194,-105.5251003,-340.5720385,-360.2067617,-91.07546429,-337.9816152,-363.3003054,-118.0740995,-324.3186731,-371.9389423,-98.37302146,-319.6452028,-378.4886178,195.8116297,34.64123164,27.25781307
264_Femur_L,-88.2872504,-17.20493004,-270.7338491,-90.78824897,-88.87120546,-423.3724845,-104.2151682,-90.77256188,-414.7159785,-77.46724895,-80.61512059,-423.1719342,-97.56786614,-95.81127536,-425.4878476,-82.01396718,-90.23320795,-427.1490638,-104.1071066,-82.55168092,-425.7570446,-85.07755772,-77.08076412,-429.811655,-90.8842603,-98.90735066,-415.3277348,-78.43940617,-95.64306144,-416.5196079,-101.6921772,-81.73222906,-417.0792597,-84.72448038,-75.42594678,-419.9519406,168.6441907,29.83501273,23.47598986
265_Femur_L,-131.3146766,179.1774854,-361.524261,-135.0345548,200.3790223,-611.4331001,-155.0051797,191.4922476,-601.6967471,-115.2214697,210.8644504,-605.0349,-145.1182672,193.0127441,-619.3190578,-121.9840637,201.433203,-617.310563,-154.8444534,210.2924794,-609.8049309,-126.5407171,220.3548347,-610.9590267,-135.177358,181.4688649,-608.5344121,-116.6674147,186.5599308,-607.6420688,-151.2525909,204.8945235,-598.017762,-126.015565,215.1539283,-597.0281837,250.8341494,44.3753207,34.91718219
266_Femur_L,-463.359668,281.9291602,-389.324893,-665.0397609,315.288996,-726.9388786,-684.5930168,301.305984,-697.9600289,-633.007616,331.7874301,-733.8078926,-684.984554,303.6984291,-729.7515752,-651.8803771,316.9477104,-745.2150894,-690.7529656,330.8874548,-709.1351671,-653.0925879,346.7201995,-732.9752483,-662.9538636,285.5345612,-722.8766075,-637.029088,293.5451655,-736.2230042,-676.5851441,322.3939705,-695.8991066,-641.417151,338.5367653,-714.4054133,394.6782763,69.82292936,54.94089746
267_Femur_L,-206.7808555,97.8239285,-36.60138438,-325.9572427,109.3991419,-103.0628123,-326.8053295,104.547309,-90.96254378,-317.5234839,115.1237773,-110.6841747,-332.4385078,105.3774409,-100.4477832,-325.173672,109.9746835,-110.8377281,-330.5951345,114.8115034,-93.25191405,-323.4144408,120.3051574,-106.9494231,-324.6256787,99.07493245,-102.2040073,-319.1509103,101.8544561,-110.7122149,-324.0414622,111.8644297,-91.73253704,-316.6843571,117.4656651,-103.3948746,136.9456762,24.22719682,19.06342155
268_Femur_L,-194.6701147,96.48177286,70.70906691,-329.2386282,107.898173,72.71211123,-323.9958903,103.1129078,83.46570166,-325.7933867,113.5442657,62.04335127,-333.484983,103.9316502,78.14189189,-332.403468,108.4658181,65.68480802,-328.3619073,113.2362762,83.37915531,-328.9833537,118.6545567,68.13843102,-327.6777705,97.7156129,72.78900649,-327.19727,100.4570012,62.82194988,-322.0148656,110.3296368,81.44504364,-321.482007,115.8540226,67.85565215,135.0667657,23.89479686,18.80186917
269_Femur_L,-136.6505556,98.95533801,162.6362897,-255.1509124,110.6644277,233.4247166,-244.9795209,105.7564797,240.2877848,-257.5618925,116.4552729,222.181638,-256.138151,106.5962126,240.4252119,-261.5657459,111.2466259,228.8058568,-248.9019231,116.1393873,242.4498876,-257.2696396,121.6965798,229.2313351,-253.7250811,100.2208108,232.69258,-258.4095813,103.0324818,223.593149,-244.2561503,113.1582285,237.4770725,-250.7517459,118.8242466,225.1333312,138.529559,24.50740302,19.28390475
270_Femur_L,-60.42477402,161.496317,341.3719638,-170.1451257,180.605694,538.1187915,-150.1689416,172.595863,539.5188876,-182.7271389,190.0564239,524.1956032,-165.8280064,173.9663174,548.8186322,-182.9806382,181.5558485,536.8252044,-153.9484347,189.5408948,545.7754299,-176.5614834,198.6103006,533.9209113,-168.7273351,163.561584,535.9205289,-182.7734301,168.1502653,526.8823013,-151.4401139,184.6756072,534.9560532,-170.6933232,193.9226177,522.810299,226.0819278,39.99638038,31.47156749
271_Femur_L,305.4726382,416.8141793,841.0009652,314.1260579,466.1345567,1422.354964,360.5830086,445.4615704,1399.705634,268.0355861,490.5264333,1407.47106,337.5834374,448.9986471,1440.699786,283.7671669,468.5868595,1436.027496,360.2091168,489.1958775,1418.567412,294.3671469,512.603575,1421.252144,314.4582557,422.1445335,1415.61185,271.3992364,433.987698,1413.536024,351.8534954,476.6388058,1391.147343,293.1455043,500.5048924,1388.845322,583.5065151,103.2287224,81.22659275
272_Femur_L,574.8207197,349.7471488,482.9768981,825.0149083,391.1316847,901.8038431,849.2716949,373.7850628,865.8541384,785.2774389,411.598813,910.3251967,849.7574163,376.7530099,905.2931332,808.690038,393.1894025,924.4763918,856.9134179,410.4823489,879.7174533,810.1938458,430.1236564,909.29226,822.4272489,354.2198282,896.7643938,790.2662751,364.1573813,913.3212628,839.3375304,399.9457591,863.2974618,795.7098855,419.9716991,886.2554559,489.6180365,86.61881742,68.15691651
273_Femur_L,368.5728713,174.3645277,65.23948894,580.9967106,194.9965617,183.7024834,582.5083679,186.3484982,162.1345741,565.9641068,205.2003366,197.2870457,592.5491268,187.828152,179.0413711,579.600049,196.0224256,197.5607441,589.2634388,204.6437295,166.2152216,576.4643385,214.4357959,190.6301038,578.6232879,176.5943575,182.1717216,568.8648841,181.5486703,197.3370255,577.5819617,199.3907703,163.507035,564.46842,209.3745931,184.2943619,244.0963936,43.1833376,33.97925798
274_Femur_L,358.7153749,177.7853543,-130.2944187,606.6825311,198.8221645,-133.9853951,597.0218253,190.0044362,-153.8008569,600.3340421,209.2261254,-114.326249,614.5072182,191.5131191,-143.9907614,612.5143286,199.8681546,-121.0363006,605.067012,208.6585983,-153.6413794,606.212141,218.6427735,-125.5575508,603.8063646,180.0589308,-134.1270887,602.9209544,185.1104413,-115.7609597,593.3714242,203.3025823,-150.0774241,592.3895346,213.4822759,-125.0364789,248.8852773,44.03054377,34.64589087
275_Femur_L,178.7151995,129.4164001,-212.7000277,333.6930904,144.7298563,-305.2789988,320.3906764,138.3111124,-314.2547003,336.8462338,152.3032763,-290.5750041,334.9842271,139.4093374,-314.4344311,342.0825788,145.4912704,-299.2383321,325.5204975,151.8901528,-317.0823553,336.4640178,159.1579957,-299.7947839,331.8283507,131.0714187,-304.3214912,337.9548635,134.7485962,-292.4210155,319.4446333,147.9913147,-310.5787767,327.9397446,155.4014825,-294.4353063,181.1726097,32.05142793,25.21999909
276_Femur_L,43.74342525,116.9123457,-247.1300757,123.1734947,130.7462345,-389.5613928,108.7120966,124.9476618,-390.5749671,132.2820163,137.58792,-379.4819518,120.0481941,125.9397776,-397.3073495,132.4655325,131.4340817,-388.6249238,111.4481925,137.214712,-395.1042781,127.8185012,143.7803447,-386.5224132,122.1471108,118.4074585,-387.9700003,132.3155279,121.7293516,-381.4269385,109.6323389,133.6925748,-387.2717855,123.5703525,140.3867812,-378.4790858,163.6679336,28.95465818,22.78327362
277_Femur_L,-222.4679086,303.5551049,-612.4794907,-228.7699728,339.4738742,-1035.864737,-262.6033817,324.4182671,-1019.36981,-195.2034612,357.237854,-1025.025171,-245.8533823,326.9942295,-1049.224802,-206.6603691,341.2598236,-1045.822093,-262.3310858,356.2688443,-1033.10636,-214.3800633,373.3160716,-1035.061582,-229.011904,307.4370655,-1030.9539,-197.6531216,316.0621393,-1029.442129,-256.2459005,347.1238502,-1013.137025,-213.4903723,364.5049105,-1011.460522,424.9528689,75.17883795,59.15524981
278_Femur_L,-456.9014307,201.1675506,-812.4562193,-487.9643399,238.2506665,-1374.078253,-516.8460206,198.5149307,-1352.197672,-461.1856,280.9207221,-1359.699529,-499.3123712,212.5836265,-1391.800425,-463.7496758,254.9665737,-1387.28672,-537.6581628,235.2850213,-1370.419256,-493.8793141,286.6722343,-1373.012864,-466.9937968,201.2867751,-1367.564009,-436.6898692,231.9939053,-1365.558639,-524.6021549,228.8153922,-1343.929861,-487.0132315,277.1401871,-1341.705974,563.7014906,99.72499554,78.46964892
279_Femur_L,-256.0547212,-27.98264006,-419.191979,-279.501238,-19.42629489,-708.9644566,-282.1555247,-44.63231091,-697.6750315,-278.5436017,6.548354336,-701.5456621,-277.9503574,-33.82267744,-718.1083248,-272.9937067,-5.710248303,-715.7794496,-300.9409238,-33.57136086,-707.0765737,-294.6359425,0.684044887,-708.4147625,-260.595064,-30.53297719,-705.603391,-254.9760895,-8.994316455,-704.5687076,-293.438067,-33.09402856,-693.4092014,-289.1089013,-1.803872968,-692.2617728,290.8453867,51.45374878,40.48691697
280_Femur_L,-77.07650217,-56.48743164,-155.516333,-86.19673456,-58.08760591,-263.0192324,-82.37392442,-66.67833877,-258.8309605,-90.70723497,-49.56464167,-260.2669285,-83.02799405,-62.42530087,-266.4115226,-86.65020983,-52.47369631,-265.5475315,-90.46119108,-66.60919938,-262.3188454,-94.78969892,-54.43382486,-262.815301,-78.06218135,-58.14903531,-261.7723083,-80.2521973,-50.18664161,-261.3884503,-88.13916076,-65.06409342,-257.2483771,-92.55243307,-54.20792099,-256.8226918,107.9009387,19.08886317,15.02027034
281_Femur_L,-146.1035483,-331.8374163,-590.0690051,-173.0361962,-354.3977211,-997.9626817,-144.177009,-375.3738477,-982.0712998,-204.026515,-334.9489138,-987.5197322,-154.394792,-362.6395455,-1010.833904,-185.1765903,-336.8111454,-1007.5557,-170.8823136,-390.4892469,-995.3052331,-208.2037113,-358.6936362,-997.1889134,-146.1901384,-339.1672788,-993.2315305,-168.4920487,-317.1582057,-991.7750747,-166.1835649,-381.0069567,-976.066571,-201.2807959,-353.706952,-974.4514112,409.4039402,72.42806131,56.99077266
282_Femur_L,16.66616927,-152.5035278,-249.6663812,11.57009912,-166.4680293,-422.2518539,26.58254,-168.0488948,-415.5279897,-3.90013171,-165.897671,-417.8332971,20.14443478,-165.5443409,-427.6978466,3.400964477,-162.5922113,-426.3107928,19.99475323,-179.237283,-421.1274505,-0.407410017,-175.4821018,-421.9244618,18.18512353,-155.2077088,-420.2500382,5.356921299,-151.861106,-419.6337915,19.71045908,-174.7686596,-412.9873057,1.074367971,-172.1902536,-412.3039092,173.2244862,30.64531743,24.11358638
283_Femur_L,241.8356768,-329.9822196,-665.8011627,248.6863906,-369.0280304,-1126.045781,285.4652923,-352.6617017,-1108.114827,212.197622,-388.3385193,-1114.262536,267.2570597,-355.4619241,-1140.568955,224.6519534,-370.9694623,-1136.870011,285.1692907,-387.2851489,-1123.047263,233.0437143,-405.8164857,-1125.172704,248.949384,-334.2021386,-1120.707412,214.8605466,-343.5781002,-1119.064028,278.554337,-377.3440034,-1101.339423,232.0765678,-396.2382364,-1099.516967,461.9487161,81.72381019,64.30522939
284_Femur_L,180.075078,-79.28463327,-320.2071766,192.3176657,-93.89991906,-541.5549875,203.7005823,-78.23917641,-532.9313612,181.7635651,-110.7171428,-535.8880106,196.7901788,-83.78396426,-548.5396922,182.7741247,-100.4880321,-546.7607399,211.9031133,-92.73109195,-540.1128949,194.6488894,-112.9839425,-541.1350939,184.0527054,-79.33162233,-538.9875783,172.1092494,-91.43398948,-538.1972172,206.7574484,-90.18126633,-529.6728318,191.9428126,-109.2271494,-528.7963482,222.1673714,39.30385223,30.92664456
285_Femur_L,307.4757139,33.60212297,-503.3742491,335.6307678,23.32748978,-851.3389302,338.8180893,53.59538615,-837.782359,334.4808187,-7.863396991,-842.430291,333.7684389,40.61495857,-862.319073,327.816392,6.856982231,-859.5225123,361.3759783,40.3131725,-849.071922,353.8048287,-0.821415004,-850.6788463,312.9278499,36.66461963,-847.3028943,306.180471,10.80055802,-846.0604254,352.3663954,39.73998217,-832.6598635,347.1678452,2.166127326,-831.282008,349.2530522,61.78670742,48.61751271
286_Femur_L,306.2958935,224.4765637,-618.009547,342.5389722,230.835529,-1045.217525,327.3474285,264.9744186,-1028.573665,360.4633423,196.9659465,-1034.280088,329.9466492,248.0731841,-1058.698216,344.3410468,208.5262985,-1055.264784,359.4855834,264.6996642,-1042.434242,376.6867295,216.3156936,-1044.407117,310.2129042,231.0796446,-1040.262347,318.9158535,199.4377249,-1038.736926,350.2580195,258.5595359,-1022.284604,367.7960129,215.4179695,-1020.592965,428.7897546,75.85762511,59.68936054
287_Femur_L,196.4758102,446.2453239,-793.5076679,232.6940532,476.5837669,-1342.031243,193.8850562,504.7918531,-1320.660974,274.3689343,450.4295755,-1327.987867,207.6256341,487.6671331,-1359.340089,249.0201028,452.9338505,-1354.931655,229.7975745,525.1186031,-1338.457583,279.9863066,482.3607888,-1340.990702,196.5922541,456.1023103,-1335.668928,226.5832157,426.5051476,-1333.710329,223.4788336,512.3670945,-1312.585989,270.676571,475.6548407,-1310.413969,550.5545338,97.39915411,76.63953661
288_Femur_L,-47.22449861,432.1270546,-707.4432931,-32.7845062,471.6962302,-1196.473633,-75.32307531,476.1756988,-1177.421197,11.05123568,470.0800891,-1183.953411,-57.08035342,469.0789089,-1211.90515,-9.636818132,460.7138889,-1207.974857,-56.65622261,507.8786065,-1193.287574,1.15441848,497.2380959,-1195.545949,-51.52853826,439.7894986,-1190.801379,-15.17912835,430.3067173,-1189.05521,-55.85065964,495.2165185,-1170.222031,-3.044280179,487.9104645,-1168.285589,490.8410195,86.83517649,68.32716098
289_Femur_L,-277.31027,373.6006428,-678.0954517,-263.3851886,420.4418503,-1172.770008,-308.088293,401.1882753,-1147.051094,-220.1765937,430.1784421,-1150.397646,-292.1019158,413.755252,-1184.35405,-240.3939628,426.7276499,-1182.007754,-303.747246,446.4449358,-1164.975915,-241.6955618,458.4007193,-1167.396063,-270.2200255,380.2597007,-1160.606634,-226.8530389,387.6102877,-1158.512622,-294.0480864,434.459124,-1138.323317,-241.4167176,442.209566,-1134.936024,497.0824109,92.62880791,74.3212653
290_Femur_L,-65.59991209,156.7421151,-94.72900202,-62.30582523,224.8478093,-190.5302171,-72.88069402,217.8614191,-187.5386016,-52.08449435,224.1963184,-184.7952681,-69.09899153,224.8481066,-193.6942663,-56.86707106,227.2281806,-191.6792311,-71.85378543,229.2530567,-185.8578631,-57.17497447,231.9886317,-184.93955,-63.92265933,215.1772195,-192.7910674,-53.66385965,216.4354206,-191.492658,-69.55937339,223.6451422,-181.8153453,-57.10901169,224.8322918,-180.2046934,117.5887299,21.91206856,17.58127629
291_Femur_L,-293.4081464,818.9817498,-16.39985872,-278.6747132,1297.031339,-235.174564,-325.9728353,1263.279521,-239.2106315,-232.957857,1281.682485,-214.4174031,-309.0584481,1304.108398,-247.4297303,-254.3488456,1308.821214,-234.3018957,-321.3797904,1303.645909,-207.2247127,-255.7260024,1312.188395,-197.5499686,-285.9063128,1264.628699,-265.5586673,-240.0218703,1266.598603,-257.7155525,-311.1175939,1272.883386,-204.1073996,-255.4309713,1273.879793,-195.2137203,525.9380719,98.00591537,78.63561883
292_Femur_L,-296.7941943,725.7386943,399.8499651,-281.8907314,1255.169272,449.9822536,-329.7346928,1227.643337,429.375915,-235.6462843,1231.225019,460.4029419,-312.6251067,1267.567213,442.8258523,-257.2841335,1265.056065,456.7096957,-325.0886423,1246.827563,477.8123257,-258.6771833,1249.417752,490.608127,-289.2057866,1242.151295,406.9768909,-242.7918191,1239.910156,414.8439329,-314.708016,1218.302344,464.9843862,-258.3787473,1214.677058,473.2793772,532.0076091,99.13694295,79.54310554
293_Femur_L,-154.4051838,222.9675087,368.9302976,-146.6517575,448.458729,529.2334429,-171.5422567,441.4172418,512.7892917,-122.5933948,434.9601459,527.7000023,-162.6411096,455.9060805,529.2341427,-133.8503404,451.16321,534.8362197,-169.1251801,437.4612191,539.602253,-134.5750651,435.2997481,546.0410872,-150.4573657,453.7801843,506.4713819,-126.3108113,450.7240652,509.432861,-163.7247291,427.9461804,526.4026764,-134.4198059,424.1551233,529.1969186,276.773381,51.57532801,41.38176579
294_Femur_L,-80.21951676,4.483818045,223.914438,-76.1913093,64.29811207,354.6160137,-89.12289467,65.40159672,345.3880676,-63.69205132,58.62298192,350.4195464,-84.49840149,67.64874678,356.5509234,-69.54047368,64.05951943,357.8394351,-87.86712911,56.65645797,356.424476,-69.91699648,54.0113259,358.7600421,-78.16847125,72.60530501,345.7569407,-65.62339418,70.46095121,346.2955243,-85.06138411,55.80416618,348.013821,-69.83633323,53.37258185,348.2862445,143.7945691,26.79539496,21.49944175
295_Femur_L,-296.6428688,-399.6460949,725.3686643,-281.7470047,-449.7528226,1254.529303,-329.566572,-429.1569905,1227.017403,-235.5261361,-460.1681978,1230.597259,-312.4657096,-442.6000701,1266.920922,-257.1529529,-456.4768347,1264.411055,-324.9228904,-477.5687051,1246.191847,-258.5452924,-490.3579822,1248.780715,-289.0583302,-406.769387,1241.517963,-242.6680276,-414.6324178,1239.277967,-314.5475568,-464.7473061,1217.681172,-258.2470086,-473.0380678,1214.057734,531.7363562,99.0863963,79.5025491
296_Femur_L,-213.5777945,-510.3152454,308.4152201,-202.853027,-732.0512738,620.3213123,-237.282298,-709.3052399,610.58132,-169.5747917,-729.9301736,601.6496749,-224.9699693,-732.0522418,630.622708,-185.1457301,-739.8011996,624.0622301,-233.9389266,-746.393717,605.109233,-186.1481907,-755.3001021,602.1194226,-208.1170563,-700.5661211,627.6821059,-174.7168315,-704.6625262,623.4547921,-226.4688638,-728.1356742,591.9477514,-185.9334315,-732.0007523,586.7038496,382.8410862,71.34051152,57.24047626
297_Femur_L,-72.80264107,-203.2119255,4.069256572,-69.14687058,-321.8291933,58.35328563,-80.88283716,-313.4544377,59.35474513,-57.80325959,-318.0207198,53.20286239,-76.6859119,-323.5852065,61.39412988,-63.11095292,-324.754586,58.1367526,-79.74317623,-323.4704501,51.41815783,-63.45266346,-325.5900762,49.01758739,-70.94122958,-313.7892058,65.89241838,-59.5560358,-314.2779934,63.94632563,-77.19684269,-315.8374212,50.6446666,-63.37945811,-316.0846571,48.43789986,130.4997191,24.31796649,19.51166253
298_Femur_L,-113.0604885,-276.4621845,-152.3184525,-107.383178,-478.142948,-171.4157971,-125.6088096,-467.6572455,-163.5660388,-89.76686381,-469.0216481,-175.3854439,-119.0911007,-482.8658075,-168.6896447,-98.00956478,-481.9092133,-173.9785424,-123.8389477,-474.9652656,-182.0173575,-98.5402318,-475.9519696,-186.8917774,-110.1697679,-473.1838926,-155.0333766,-92.4888768,-472.3301555,-158.0302398,-119.8845621,-464.0988966,-177.1306948,-98.42654592,-462.7178838,-180.2905805,202.6624553,37.76512954,30.30107245
299_Femur_L,-325.9185352,-470.6399232,-778.7382472,-309.5525993,-946.6068979,-1117.106202,-362.0914767,-931.7437234,-1082.39588,-258.770196,-918.1140823,-1113.869415,-343.3029312,-962.3267709,-1117.10768,-282.5313619,-952.3155178,-1128.932546,-356.9895104,-923.3933489,-1138.992692,-284.0611113,-918.8309148,-1152.583786,-317.5854789,-957.8394283,-1069.060033,-266.6169203,-951.3885707,-1075.311125,-345.5902358,-903.3090006,-1111.131019,-283.73339,-895.3068355,-1117.029107,584.2133837,108.8652266,87.34865127
